INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,streetlights_within_10_m
202076938,3114,,INVESTIGATE PROPERTY,B3,428,1,2020-10-19 01:34:00,2020,10,Monday,1,,MORTON ST,42.2812742525406,-71.086545569382,"(42.2812742525406, -71.086545569382)",0
202077228,3114,,INVESTIGATE PROPERTY,B3,463,1,2020-10-20 03:40:00,2020,10,Tuesday,3,,BLUE HILL AVE,42.2933037622445,-71.0885899046847,"(42.2933037622445, -71.0885899046847)",1
202077227,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2020-10-20 03:52:00,2020,10,Tuesday,3,,WITHINGTON ST,42.2878422848602,-71.0726306553047,"(42.2878422848602, -71.0726306553047)",0
202077480,423,,ASSAULT - AGGRAVATED,B2,295,1,2020-10-20 20:09:00,2020,10,Tuesday,20,,DABNEY ST,42.3245168857255,-71.0837702978704,"(42.3245168857255, -71.0837702978704)",1
202077489,3114,,INVESTIGATE PROPERTY,D4,271,1,2020-10-20 20:11:00,2020,10,Tuesday,20,,WASHINGTON ST,42.3353740984913,-71.0783156023399,"(42.3353740984913, -71.0783156023399)",1
202077482,1402,,VANDALISM,B2,904,1,2020-10-20 20:12:00,2020,10,Tuesday,20,,"19 BETHUNE WAY
ROXBURY  MA 02119
UNITED STATES",42.3293743720175,-71.0806462024883,"(42.3293743720175, -71.0806462024883)",1
202077505,3114,,INVESTIGATE PROPERTY,B3,459,1,2020-10-20 21:50:00,2020,10,Tuesday,21,,"FENELON ST & MERRILL ST
DORCHESTER  MA 02121
UNITE",42.3032529627502,-71.0799409642631,"(42.3032529627502, -71.0799409642631)",2
202077542,3114,,INVESTIGATE PROPERTY,B2,288,1,2020-10-21 02:36:00,2020,10,Wednesday,2,,WASHINGTON ST,42.3301186161076,-71.0842510598102,"(42.3301186161076, -71.0842510598102)",2
202077826,3115,,INVESTIGATE PERSON,B2, ,1,2020-10-21 21:12:00,2020,10,Wednesday,21,,"WALNUT AVE & PETER PARLEY RD
JAMAICA PLAIN  MA 021",42.3100369837873,-71.097934941852,"(42.3100369837873, -71.097934941852)",1
202077828,3114,,INVESTIGATE PROPERTY,C11,335,1,2020-10-21 22:49:00,2020,10,Wednesday,22,,BELLEVUE ST,42.3098322844905,-71.0681732168645,"(42.3098322844905, -71.0681732168645)",1
202077832,3115,,INVESTIGATE PERSON,C11,252,1,2020-10-21 23:16:00,2020,10,Wednesday,23,,"GRAMPIAN WAY & SAVIN HILL AVE
DORCHESTER  MA 02125",42.3104039756644,-71.0519869816104,"(42.3104039756644, -71.0519869816104)",0
202078143,423,,ASSAULT - AGGRAVATED,B2,329,1,2020-10-22 22:52:00,2020,10,Thursday,22,,COLUMBIA RD,42.3073339304117,-71.0763703971547,"(42.3073339304117, -71.0763703971547)",1
202078164,3114,,INVESTIGATE PROPERTY,C6,914,1,2020-10-23 02:04:00,2020,10,Friday,2,,GENERAL LAWRENCE J LOGAN WAY,42.3274690967967,-71.0537140964453,"(42.3274690967967, -71.0537140964453)",1
202078445,3114,,INVESTIGATE PROPERTY,C11,345,1,2020-10-23 23:35:00,2020,10,Friday,23,,RIDGEWOOD ST,42.3020944250183,-71.0657518326244,"(42.3020944250183, -71.0657518326244)",1
202078479,3114,,INVESTIGATE PROPERTY,B3,433,1,2020-10-23 23:48:00,2020,10,Friday,23,,CORBET ST,42.282957315341,-71.083614503827,"(42.282957315341, -71.083614503827)",0
202078447,3114,,INVESTIGATE PROPERTY,C11,337,1,2020-10-24 00:13:00,2020,10,Saturday,0,,OLNEY ST,42.3051277319949,-71.0737074708677,"(42.3051277319949, -71.0737074708677)",1
202078709,423,,ASSAULT - AGGRAVATED,A7,27,1,2020-10-24 21:16:00,2020,10,Saturday,21,,"CUNARD WAY & HAVRE ST
EAST BOSTON  MA 02128
UNITED",42.3702930404286,-71.040628020189,"(42.3702930404286, -71.040628020189)",1
202078712,2662,,BALLISTICS EVIDENCE/FOUND,C11,345,1,2020-10-24 21:23:00,2020,10,Saturday,21,,MOUNT IDA RD,42.3039139255478,-71.0634096333739,"(42.3039139255478, -71.0634096333739)",1
202078744,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-10-24 23:43:00,2020,10,Saturday,23,,WASHINGTON STREET,,,,0
202078754,2662,,BALLISTICS EVIDENCE/FOUND,B3,457,1,2020-10-25 00:06:00,2020,10,Sunday,0,,BRADSHAW ST,42.2989041500301,-71.0818754944293,"(42.2989041500301, -71.0818754944293)",1
202078749,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,289,1,2020-10-25 00:08:00,2020,10,Sunday,0,,"416 WARREN ST
ROXBURY  MA 02119
UNITED STATES",42.3227689860347,-71.0817889559601,"(42.3227689860347, -71.0817889559601)",1
202078760,3114,,INVESTIGATE PROPERTY,E18, ,1,2020-10-25 01:30:00,2020,10,Sunday,1,,REDDY AVE,42.2620573217236,-71.1114558483388,"(42.2620573217236, -71.1114558483388)",0
202078997,3114,,INVESTIGATE PROPERTY,C11,366,1,2020-10-26 00:28:00,2020,10,Monday,0,,FLORIDA ST,42.2895056850659,-71.0590731967507,"(42.2895056850659, -71.0590731967507)",0
202079012,3114,,INVESTIGATE PROPERTY,B3, ,1,2020-10-26 05:26:00,2020,10,Monday,5,,MILDRED AVE,42.2766538766657,-71.0912160590466,"(42.2766538766657, -71.0912160590466)",0
202079592,423,,ASSAULT - AGGRAVATED,E18,818,1,2020-10-27 21:10:00,2020,10,Tuesday,21,,MOUNT HOPE ST,42.2811546781549,-71.112995566443,"(42.2811546781549, -71.112995566443)",0
202079594,423,,ASSAULT - AGGRAVATED,B3,477,1,2020-10-27 21:33:00,2020,10,Tuesday,21,,STONECREST RD,42.2772379546601,-71.1062667982424,"(42.2772379546601, -71.1062667982424)",0
202079593,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-10-27 21:51:00,2020,10,Tuesday,21,,"DUDLEY ST & DENNIS ST
ROXBURY  MA 02119
UNITED STA",42.323754986018,-71.0739189981727,"(42.323754986018, -71.0739189981727)",0
202079889,2662,,BALLISTICS EVIDENCE/FOUND,B3,417,1,2020-10-29 00:07:00,2020,10,Thursday,0,,MILTON AVE,42.2827278578593,-71.0761919882611,"(42.2827278578593, -71.0761919882611)",1
202080410,3114,,INVESTIGATE PROPERTY,E18,503,1,2020-10-30 21:30:00,2020,10,Friday,21,,AMERICAN LEGION HWY,42.2876850328757,-71.1067189646253,"(42.2876850328757, -71.1067189646253)",0
202080452,3114,,INVESTIGATE PROPERTY,B2,320,1,2020-10-31 04:23:00,2020,10,Saturday,4,,CHENEY ST,42.3085814703239,-71.0835504040216,"(42.3085814703239, -71.0835504040216)",0
202080663,1402,,VANDALISM,C11,336,1,2020-10-31 23:57:00,2020,10,Saturday,23,,NORTON ST,42.3062652070571,-71.0686455563551,"(42.3062652070571, -71.0686455563551)",1
202080670,423,,ASSAULT - AGGRAVATED,E13,906,1,2020-11-01 00:03:00,2020,11,Sunday,0,,WALDEN ST,42.3256101306791,-71.1044995636378,"(42.3256101306791, -71.1044995636378)",1
202080703,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-11-01 01:21:00,2020,11,Sunday,1,,TOWNSEND ST,42.3198775535985,-71.0937113265533,"(42.3198775535985, -71.0937113265533)",0
202080677,423,,ASSAULT - AGGRAVATED,A1,106,1,2020-11-01 01:53:00,2020,11,Sunday,1,,FEDERAL ST,42.3538016095154,-71.0562040138636,"(42.3538016095154, -71.0562040138636)",1
202080693,423,,ASSAULT - AGGRAVATED,E18,520,1,2020-11-01 02:27:00,2020,11,Sunday,2,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)",2
202081184,3115,,INVESTIGATE PERSON,D14,751,1,2020-11-03 01:49:00,2020,11,Tuesday,1,,KENRICK ST,42.3466954208237,-71.1684851370662,"(42.3466954208237, -71.1684851370662)",0
202081421,1402,,VANDALISM,B3,435,1,2020-11-04 00:38:00,2020,11,Wednesday,0,,WHITMAN ST,42.287017377352,-71.0770645269071,"(42.287017377352, -71.0770645269071)",1
202081644,1402,,VANDALISM,B3,428,1,2020-11-04 20:46:00,2020,11,Wednesday,20,,WILDWOOD ST,42.2823681802827,-71.0897286933555,"(42.2823681802827, -71.0897286933555)",1
202081899,3115,,INVESTIGATE PERSON,C11,402,1,2020-11-05 21:26:00,2020,11,Thursday,21,,BAILEY ST,42.2834044970384,-71.0701061671932,"(42.2834044970384, -71.0701061671932)",0
202081916,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-11-05 22:37:00,2020,11,Thursday,22,,SARGENT ST,42.3159837877932,-71.0738546400584,"(42.3159837877932, -71.0738546400584)",0
202081924,3114,,INVESTIGATE PROPERTY,B2,262,1,2020-11-06 01:21:00,2020,11,Friday,1,,DENNIS ST,42.3216425046894,-71.0760925906566,"(42.3216425046894, -71.0760925906566)",0
202082146,3114,,INVESTIGATE PROPERTY,C11,336,1,2020-11-06 20:26:00,2020,11,Friday,20,,COLUMBIA RD,42.3099425161644,-71.072473229162,"(42.3099425161644, -71.072473229162)",0
202082162,1402,,VANDALISM,B2,306,1,2020-11-06 21:53:00,2020,11,Friday,21,,"HALEY ST & HARRISHOF ST
ROXBURY  MA 02119
UNITED S",42.3180339689912,-71.0921109928836,"(42.3180339689912, -71.0921109928836)",1
202082168,2662,,BALLISTICS EVIDENCE/FOUND,B2,304,1,2020-11-06 22:29:00,2020,11,Friday,22,,"ACADEMY RD & WEAVER WAY
ROXBURY  MA 02119
UNITED S",42.3206250123834,-71.0968030259711,"(42.3206250123834, -71.0968030259711)",0
202082172,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,582,1,2020-11-06 22:59:00,2020,11,Friday,22,,CREIGHTON ST,42.3227665664541,-71.1083877349181,"(42.3227665664541, -71.1083877349181)",0
202082455,3114,,INVESTIGATE PROPERTY,B2,323,1,2020-11-07 00:00:00,2020,11,Saturday,0,,HOLBORN ST,42.3150539098224,-71.0822332960221,"(42.3150539098224, -71.0822332960221)",1
202082181,2662,,BALLISTICS EVIDENCE/FOUND,B2,266,1,2020-11-07 00:05:00,2020,11,Saturday,0,,MOUNT PLEASANT AVE,42.326357596179,-71.0788630110027,"(42.326357596179, -71.0788630110027)",1
202082187,423,,ASSAULT - AGGRAVATED,C11,341,1,2020-11-07 00:37:00,2020,11,Saturday,0,,HOMES AVE,42.3034407323292,-71.0667460763385,"(42.3034407323292, -71.0667460763385)",1
202082190,423,,ASSAULT - AGGRAVATED,B2,316,1,2020-11-07 00:56:00,2020,11,Saturday,0,,RUTHVEN ST,42.3135458760989,-71.0917904410179,"(42.3135458760989, -71.0917904410179)",1
202082200,3114,,INVESTIGATE PROPERTY,C6,178,1,2020-11-07 01:20:00,2020,11,Saturday,1,,MASSACHUSETTS AVE,42.3285640115518,-71.0683534322261,"(42.3285640115518, -71.0683534322261)",0
202082214,2662,,BALLISTICS EVIDENCE/FOUND,B2,237,1,2020-11-07 03:55:00,2020,11,Saturday,3,,ELDER ST,42.3205974754505,-71.0649011649514,"(42.3205974754505, -71.0649011649514)",0
202082464,423,,ASSAULT - AGGRAVATED,B3,289,1,2020-11-07 23:48:00,2020,11,Saturday,23,,HARWOOD ST,42.2857650977467,-71.0876324472022,"(42.2857650977467, -71.0876324472022)",1
202082476,3114,,INVESTIGATE PROPERTY,C11,362,1,2020-11-08 02:21:00,2020,11,Sunday,2,,MOULTRIE ST,42.291284937483,-71.0703388991573,"(42.291284937483, -71.0703388991573)",1
202082478,3114,,INVESTIGATE PROPERTY,C6, ,1,2020-11-08 03:11:00,2020,11,Sunday,3,,W 3RD ST,,,,0
202082650,3114,,INVESTIGATE PROPERTY,B3,453,1,2020-11-08 20:57:00,2020,11,Sunday,20,,ALGONQUIN ST,42.2977950050449,-71.0738415739945,"(42.2977950050449, -71.0738415739945)",0
202082657,423,,ASSAULT - AGGRAVATED,B3,427,1,2020-11-08 21:43:00,2020,11,Sunday,21,,ELIZABETH ST,42.2798652617413,-71.087982748551,"(42.2798652617413, -71.087982748551)",0
202082665,3114,,INVESTIGATE PROPERTY,B2,603,1,2020-11-08 22:20:00,2020,11,Sunday,22,,SMITH ST,42.3335307728424,-71.0984520708545,"(42.3335307728424, -71.0984520708545)",1
202082673,1402,,VANDALISM,B2,904,1,2020-11-08 23:11:00,2020,11,Sunday,23,,EUSTIS ST,42.3307748351902,-71.0806199092444,"(42.3307748351902, -71.0806199092444)",2
202082690,423,,ASSAULT - AGGRAVATED,D14, ,1,2020-11-09 00:32:00,2020,11,Monday,0,,FIDELIS WAY,42.3460028732154,-71.1438772471283,"(42.3460028732154, -71.1438772471283)",1
202083535,3114,,INVESTIGATE PROPERTY,D14,790,1,2020-11-11 23:50:00,2020,11,Wednesday,23,,STRATHMORE RD,42.3383543303503,-71.1483582968817,"(42.3383543303503, -71.1483582968817)",0
202084083,3114,,INVESTIGATE PROPERTY,B3,419,1,2020-11-14 04:19:00,2020,11,Saturday,4,,WILMINGTON AVE,42.2788598156904,-71.0784707257941,"(42.2788598156904, -71.0784707257941)",0
202084085,3114,,INVESTIGATE PROPERTY,B3,943,1,2020-11-14 05:29:00,2020,11,Saturday,5,,WOODBOLE AVE,42.2773552761353,-71.0793584736547,"(42.2773552761353, -71.0793584736547)",0
202084306,2662,,BALLISTICS EVIDENCE/FOUND,B2,332,1,2020-11-15 01:28:00,2020,11,Sunday,1,,COLUMBIA RD,42.3136340877211,-71.0677802527945,"(42.3136340877211, -71.0677802527945)",0
202084481,423,,ASSAULT - AGGRAVATED,E18,481,1,2020-11-15 22:04:00,2020,11,Sunday,22,,ROSEWOOD ST,42.2676132009795,-71.0984867559302,"(42.2676132009795, -71.0984867559302)",0
202084497,1402,,VANDALISM,B3,423,1,2020-11-15 23:37:00,2020,11,Sunday,23,,BRIARCLIFF TER,42.2712787767525,-71.0865405552465,"(42.2712787767525, -71.0865405552465)",0
202084756,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,539,1,2020-11-16 22:04:00,2020,11,Monday,22,,CHURCH ST,42.2489190632742,-71.1322204544169,"(42.2489190632742, -71.1322204544169)",0
202085025,2662,,BALLISTICS EVIDENCE/FOUND,E13,906,1,2020-11-17 20:49:00,2020,11,Tuesday,20,,HEATH ST,42.3262420361694,-71.1031757474767,"(42.3262420361694, -71.1031757474767)",2
202085320,423,,ASSAULT - AGGRAVATED,B2,282,1,2020-11-19 00:36:00,2020,11,Thursday,0,,BROOKLEDGE ST,42.3095630485222,-71.089901966812,"(42.3095630485222, -71.089901966812)",1
202085586,3114,,INVESTIGATE PROPERTY,B3,428,1,2020-11-19 21:52:00,2020,11,Thursday,21,,MORTON ST,42.2827750896121,-71.0887768794602,"(42.2827750896121, -71.0887768794602)",1
202085604,3114,,INVESTIGATE PROPERTY,B3,421,1,2020-11-19 23:15:00,2020,11,Thursday,23,,W SELDEN ST,42.278327543907,-71.0850628040444,"(42.278327543907, -71.0850628040444)",0
202086156,2662,,BALLISTICS EVIDENCE/FOUND,A1,116,1,2020-11-22 01:08:00,2020,11,Sunday,1,,HUDSON ST,42.3507419729123,-71.0600613458143,"(42.3507419729123, -71.0600613458143)",4
202086155,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2020-11-22 01:50:00,2020,11,Sunday,1,,NEW ENGLAND AVE,42.2904907151305,-71.0780226704403,"(42.2904907151305, -71.0780226704403)",0
202086319,423,,ASSAULT - AGGRAVATED,E13,906,1,2020-11-22 20:11:00,2020,11,Sunday,20,,HORAN WAY,42.3254753635475,-71.1025348193956,"(42.3254753635475, -71.1025348193956)",0
202087118,3114,,INVESTIGATE PROPERTY,B2, ,1,2020-11-25 22:18:00,2020,11,Wednesday,22,,LANGDON ST,42.3250093736848,-71.0707346603406,"(42.3250093736848, -71.0707346603406)",1
202087123,423,,ASSAULT - AGGRAVATED,B2,904,1,2020-11-25 23:10:00,2020,11,Wednesday,23,,DEGAUTIER WAY,42.3302470405832,-71.0807780405558,"(42.3302470405832, -71.0807780405558)",1
202087143,423,,ASSAULT - AGGRAVATED,B3,467,1,2020-11-26 01:22:00,2020,11,Thursday,1,,HARVARD ST,42.285080400938,-71.0970032069391,"(42.285080400938, -71.0970032069391)",0
202087247,3114,,INVESTIGATE PROPERTY,B3,429,1,2020-11-26 20:46:00,2020,11,Thursday,20,,WINSTON RD,42.2850880872322,-71.0878946233987,"(42.2850880872322, -71.0878946233987)",1
202087271,423,,ASSAULT - AGGRAVATED,B2,911,1,2020-11-26 23:30:00,2020,11,Thursday,23,,ANNUNCIATION RD,42.3350621776333,-71.0931678123782,"(42.3350621776333, -71.0931678123782)",2
202087277,1402,,VANDALISM,B3,469,1,2020-11-27 00:16:00,2020,11,Friday,0,,TENNIS RD,42.2761569125616,-71.0955030303829,"(42.2761569125616, -71.0955030303829)",0
202087503,2662,,BALLISTICS EVIDENCE/FOUND,C11,342,1,2020-11-27 23:22:00,2020,11,Friday,23,,BOWDOIN ST,42.3036966999098,-71.0710489680625,"(42.3036966999098, -71.0710489680625)",0
202087513,3114,,INVESTIGATE PROPERTY,D14,794,1,2020-11-28 00:51:00,2020,11,Saturday,0,,COMMONWEALTH AVE,42.3483570775571,-71.1364529062904,"(42.3483570775571, -71.1364529062904)",0
202087749,3115,,INVESTIGATE PERSON,C11,341,1,2020-11-29 01:30:00,2020,11,Sunday,1,,"BOWDOIN ST & NORTON ST
DORCHESTER  MA 02122
UNITED",42.3055340031778,-71.0678849961196,"(42.3055340031778, -71.0678849961196)",0
202088154,423,,ASSAULT - AGGRAVATED,B2, ,1,2020-11-30 20:02:00,2020,11,Monday,20,,"WASHINGTON ST & BARTLETT ST
BOSTON  MA 02119
UNITE",42.3277609894861,-71.0870050259727,"(42.3277609894861, -71.0870050259727)",0
202088200,3114,,INVESTIGATE PROPERTY,A15,60,1,2020-12-01 00:38:00,2020,12,Tuesday,0,,RUTHERFORD AVE,42.3716726381733,-71.0632641294719,"(42.3716726381733, -71.0632641294719)",0
202088466,423,,ASSAULT - AGGRAVATED,C11,400,1,2020-12-01 20:30:00,2020,12,Tuesday,20,,MONTAGUE ST,42.2855479846058,-71.0700087729648,"(42.2855479846058, -71.0700087729648)",1
202088516,3114,,INVESTIGATE PROPERTY,B2,310,1,2020-12-02 01:47:00,2020,12,Wednesday,1,,HUMBOLDT CT,42.3183021893723,-71.0857535525869,"(42.3183021893723, -71.0857535525869)",0
202088520,3114,,INVESTIGATE PROPERTY,B2,262,1,2020-12-02 04:47:00,2020,12,Wednesday,4,,W COTTAGE ST,42.3205252053547,-71.0761005134909,"(42.3205252053547, -71.0761005134909)",1
202088807,3114,,INVESTIGATE PROPERTY,B3,429,1,2020-12-03 04:59:00,2020,12,Thursday,4,,WILLOWWOOD ST,42.2829523034424,-71.0854588999325,"(42.2829523034424, -71.0854588999325)",1
202089065,423,,ASSAULT - AGGRAVATED,C11,355,1,2020-12-04 02:15:00,2020,12,Friday,2,,GALLIVAN BLVD,42.2822156494645,-71.0581163387003,"(42.2822156494645, -71.0581163387003)",0
202089337,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,316,1,2020-12-05 00:14:00,2020,12,Saturday,0,,HAROLD ST,42.3125962960786,-71.0928758375264,"(42.3125962960786, -71.0928758375264)",0
202089328,3114,,INVESTIGATE PROPERTY,B3,421,1,2020-12-05 00:19:00,2020,12,Saturday,0,,W SELDEN ST,42.278327543907,-71.0850628040444,"(42.278327543907, -71.0850628040444)",0
202089346,2662,,BALLISTICS EVIDENCE/FOUND,B3,428,1,2020-12-05 02:58:00,2020,12,Saturday,2,,ELIZABETH ST,42.2798652617413,-71.087982748551,"(42.2798652617413, -71.087982748551)",0
202089727,3114,,INVESTIGATE PROPERTY,B2,327,1,2020-12-07 01:21:00,2020,12,Monday,1,,HOWARD AVE,42.3162534218495,-71.0748300224983,"(42.3162534218495, -71.0748300224983)",1
202089997,3114,,INVESTIGATE PROPERTY,B2,182,1,2020-12-07 22:46:00,2020,12,Monday,22,,ALBION ST,42.3220383978616,-71.0714039618749,"(42.3220383978616, -71.0714039618749)",1
202090013,3114,,INVESTIGATE PROPERTY,B2,300,1,2020-12-08 03:40:00,2020,12,Tuesday,3,,ELLIS ST,42.3231676145517,-71.0917706468894,"(42.3231676145517, -71.0917706468894)",0
202090270,423,,ASSAULT - AGGRAVATED,C11,356,1,2020-12-09 03:07:00,2020,12,Wednesday,3,,CHARLES ST,42.3002194346777,-71.0631100200927,"(42.3002194346777, -71.0631100200927)",0
202090490,3114,,INVESTIGATE PROPERTY,E5,561,1,2020-12-09 21:07:00,2020,12,Wednesday,21,,ROWE ST,42.2833604784056,-71.1204241661756,"(42.2833604784056, -71.1204241661756)",0
202090493,423,,ASSAULT - AGGRAVATED,B2,282,1,2020-12-09 22:25:00,2020,12,Wednesday,22,,MADISON PARK CT,42.3310294607124,-71.0861827799724,"(42.3310294607124, -71.0861827799724)",1
202090503,423,,ASSAULT - AGGRAVATED,E18,494,1,2020-12-09 23:39:00,2020,12,Wednesday,23,,RIVER ST,42.2594018269243,-71.1173156956457,"(42.2594018269243, -71.1173156956457)",0
202090764,423,,ASSAULT - AGGRAVATED,B3, ,1,2020-12-10 22:21:00,2020,12,Thursday,22,,"SUTTON ST & MORTON ST
DORCHESTER  MA 02124
UNITED ",42.2825879586579,-71.0885190371832,"(42.2825879586579, -71.0885190371832)",0
202090774,3114,,INVESTIGATE PROPERTY,B2,326,1,2020-12-11 02:08:00,2020,12,Friday,2,,INTERVALE ST,42.3114186434258,-71.0796475986592,"(42.3114186434258, -71.0796475986592)",0
202091220,3114,,INVESTIGATE PROPERTY,B2,320,1,2020-12-12 21:03:00,2020,12,Saturday,21,,GEORGIA ST,42.3103901225383,-71.0853021008196,"(42.3103901225383, -71.0853021008196)",1
202091229,2662,,BALLISTICS EVIDENCE/FOUND,C6,914,1,2020-12-12 21:24:00,2020,12,Saturday,21,,OLD COLONY AVE,42.3255739819077,-71.0524812959396,"(42.3255739819077, -71.0524812959396)",0
202091953,2662,,BALLISTICS EVIDENCE/FOUND,B3,428,1,2020-12-15 21:43:00,2020,12,Tuesday,21,,NORFOLK ST,42.2803354007481,-71.0882399525426,"(42.2803354007481, -71.0882399525426)",0
202091959,2662,,BALLISTICS EVIDENCE/FOUND,C11,358,1,2020-12-15 22:31:00,2020,12,Tuesday,22,,LINDSEY ST,42.2976851666403,-71.0684189637567,"(42.2976851666403, -71.0684189637567)",1
202091968,2662,,BALLISTICS EVIDENCE/FOUND,C11,344,1,2020-12-15 23:26:00,2020,12,Tuesday,23,,CORONA ST,42.3014619779032,-71.0689596045852,"(42.3014619779032, -71.0689596045852)",0
202091987,423,,ASSAULT - AGGRAVATED,C11,301,1,2020-12-16 02:36:00,2020,12,Wednesday,2,,NEPONSET AVE,,,,0
202092205,3114,,INVESTIGATE PROPERTY,E13,912,1,2020-12-16 22:00:00,2020,12,Wednesday,22,,PARKER ST,42.3246944257683,-71.100879016654,"(42.3246944257683, -71.100879016654)",0
202092910,3115,,INVESTIGATE PERSON,D4,620,1,2020-12-19 22:43:00,2020,12,Saturday,22,,HEMENWAY ST,42.3464020737586,-71.089231617779,"(42.3464020737586, -71.089231617779)",2
202093637,3001,,DEATH INVESTIGATION,B2,289,1,2020-12-22 23:36:00,2020,12,Tuesday,23,,"CIRCUIT ST & WALNUT AVE
ROXBURY  MA 02119
UNITED S",42.3239869777949,-71.0832709821597,"(42.3239869777949, -71.0832709821597)",0
202093649,2662,,BALLISTICS EVIDENCE/FOUND,B3,463,1,2020-12-23 03:30:00,2020,12,Wednesday,3,,BLUE HILL AVE,42.2973365970203,-71.087296041594,"(42.2973365970203, -71.087296041594)",1
202093848,3114,,INVESTIGATE PROPERTY,B2,315,1,2020-12-23 20:49:00,2020,12,Wednesday,20,,HUMBOLDT AVE,42.3152113376616,-71.0878359242823,"(42.3152113376616, -71.0878359242823)",0
202093873,3115,,INVESTIGATE PERSON,D14,770,1,2020-12-23 23:20:00,2020,12,Wednesday,23,,MARKET ST,42.3512690707668,-71.1521562305622,"(42.3512690707668, -71.1521562305622)",2
202094067,3114,,INVESTIGATE PROPERTY,B3,435,1,2020-12-24 21:23:00,2020,12,Thursday,21,,ARMANDINE ST,42.2843148582015,-71.074108382081,"(42.2843148582015, -71.074108382081)",1
202094922,3114,,INVESTIGATE PROPERTY,B3,451,1,2020-12-29 02:30:00,2020,12,Tuesday,2,,"PARK ST & WASHINGTON ST
DORCHESTER  MA 02124
UNITE",42.2954969771618,-71.0721140458884,"(42.2954969771618, -71.0721140458884)",0
202094924,3114,,INVESTIGATE PROPERTY,C11,341,1,2020-12-29 02:59:00,2020,12,Tuesday,2,,TOPLIFF ST,42.3033678653461,-71.0682722144248,"(42.3033678653461, -71.0682722144248)",1
202095658,3114,,INVESTIGATE PROPERTY,C11,340,1,2020-12-31 22:47:00,2020,12,Thursday,22,,ADAMS ST,42.3078206022724,-71.0633669627582,"(42.3078206022724, -71.0633669627582)",0
212000003,3114,,INVESTIGATE PROPERTY,C11,436,1,2020-12-31 23:55:00,2020,12,Thursday,23,,WASHINGTON ST,42.2878296258842,-71.0711928171256,"(42.2878296258842, -71.0711928171256)",2
212000012,3114,,INVESTIGATE PROPERTY,B2,182,1,2021-01-01 01:29:00,2021,1,Friday,1,,BATCHELDER ST,42.323116041590886,-71.06917229714358,"(42.323116041590886, -71.06917229714358)",1
212000013,423,,ASSAULT - AGGRAVATED,B3,944,1,2021-01-01 01:30:00,2021,1,Friday,1,,AMES ST,42.28956987736902,-71.08510500569525,"(42.28956987736902, -71.08510500569525)",1
212000040,3114,,INVESTIGATE PROPERTY,C11,334,1,2021-01-01 03:28:00,2021,1,Friday,3,,WARE ST,42.31153822707624,-71.06623272344638,"(42.31153822707624, -71.06623272344638)",1
212000047,423,,ASSAULT - AGGRAVATED,E18, ,1,2021-01-01 04:42:00,2021,1,Friday,4,,"WALK HILL ST & HARVARD ST
MATTAPAN  MA 02126
UNITE",42.2823189944733,-71.09961405143694,"(42.2823189944733, -71.09961405143694)",0
212000060,1402,,VANDALISM,B3,455,1,2021-01-01 05:01:00,2021,1,Friday,5,,NORWELL ST,42.30195045244791,-71.07798087525897,"(42.30195045244791, -71.07798087525897)",1
212000050,2662,,BALLISTICS EVIDENCE/FOUND,C11,336,1,2021-01-01 05:11:00,2021,1,Friday,5,,COLUMBIA RD,42.3096916863878,-71.07285868191235,"(42.3096916863878, -71.07285868191235)",3
212000250,3114,,INVESTIGATE PROPERTY,B3,474,1,2021-01-02 01:23:00,2021,1,Saturday,1,,"CUMMINS HWY & SAVANNAH AVE
MATTAPAN  MA 02126
UNIT",42.27105302633087,-71.10334598643132,"(42.27105302633087, -71.10334598643132)",0
212000254,2662,,BALLISTICS EVIDENCE/FOUND,C11,341,1,2021-01-02 03:32:00,2021,1,Saturday,3,,BOWDOIN ST,42.30504471448848,-71.06857870501278,"(42.305044714488474, -71.06857870501278)",0
212000257,2662,,BALLISTICS EVIDENCE/FOUND,B2,311,1,2021-01-02 04:17:00,2021,1,Saturday,4,,QUINCY ST,42.315287442713895,-71.08015966677621,"(42.315287442713895, -71.08015966677621)",0
212000449,3114,,INVESTIGATE PROPERTY,B3,481,1,2021-01-02 23:07:00,2021,1,Saturday,23,,CUMMINS HWY,42.26789920007265,-71.09481862174208,"(42.26789920007265, -71.09481862174208)",1
